scenario,worker_concurrency,repetition,name,queue,status,duration_ms
hr-50,2,3,hr.score_candidate,heavy,succeeded,9558
hr-50,2,3,hr.score_candidate,heavy,succeeded,13994
hr-50,2,3,hr.score_candidate,heavy,succeeded,13415
hr-50,2,3,hr.score_candidate,heavy,succeeded,11813
hr-50,2,3,hr.score_candidate,heavy,succeeded,13490
hr-50,2,3,hr.score_candidate,heavy,succeeded,11992
hr-50,2,3,hr.score_candidate,heavy,succeeded,12442
hr-50,2,3,hr.score_candidate,heavy,succeeded,10177
hr-50,2,3,hr.score_candidate,heavy,succeeded,11147
hr-50,2,3,hr.score_candidate,heavy,succeeded,13281
hr-50,2,3,hr.score_candidate,heavy,succeeded,11944
hr-50,2,3,hr.score_candidate,heavy,succeeded,21711
hr-50,2,3,hr.score_candidate,heavy,succeeded,13766
hr-50,2,3,hr.score_candidate,heavy,succeeded,11944
hr-50,2,3,hr.score_candidate,heavy,succeeded,13011
hr-50,2,3,hr.rank_run,light,succeeded,78
hr-50,4,1,hr.extract_text,heavy,succeeded,299
hr-50,4,1,hr.extract_text,heavy,succeeded,303
hr-50,4,1,hr.extract_text,heavy,succeeded,299
hr-50,4,1,hr.extract_text,heavy,succeeded,318
hr-50,4,1,hr.extract_text,heavy,succeeded,91
hr-50,4,1,hr.extract_text,heavy,succeeded,77
hr-50,4,1,hr.extract_text,heavy,succeeded,75
hr-50,4,1,hr.extract_text,heavy,succeeded,27
hr-50,4,1,hr.extract_text,heavy,succeeded,48
hr-50,4,1,hr.extract_text,heavy,succeeded,101
hr-50,4,1,hr.extract_text,heavy,succeeded,44
hr-50,4,1,hr.extract_text,heavy,succeeded,38
hr-50,4,1,hr.extract_text,heavy,succeeded,31
hr-50,4,1,hr.extract_text,heavy,succeeded,63
hr-50,4,1,hr.extract_text,heavy,succeeded,63
hr-50,4,1,hr.extract_text,heavy,succeeded,72
hr-50,4,1,hr.extract_text,heavy,succeeded,97
hr-50,4,1,hr.extract_text,heavy,succeeded,28
hr-50,4,1,hr.extract_text,heavy,succeeded,37
hr-50,4,1,hr.extract_text,heavy,succeeded,79
hr-50,4,1,hr.extract_text,heavy,succeeded,41
hr-50,4,1,hr.extract_text,heavy,succeeded,69
hr-50,4,1,hr.extract_text,heavy,succeeded,48
hr-50,4,1,hr.extract_text,heavy,succeeded,85
hr-50,4,1,hr.extract_text,heavy,succeeded,82
hr-50,4,1,hr.extract_text,heavy,succeeded,99
hr-50,4,1,hr.extract_text,heavy,succeeded,57
hr-50,4,1,hr.extract_text,heavy,succeeded,108
hr-50,4,1,hr.extract_text,heavy,succeeded,73
hr-50,4,1,hr.extract_text,heavy,succeeded,82
hr-50,4,1,hr.extract_text,heavy,succeeded,117
hr-50,4,1,hr.extract_text,heavy,succeeded,43
hr-50,4,1,hr.extract_text,heavy,succeeded,27
hr-50,4,1,hr.extract_text,heavy,succeeded,50
hr-50,4,1,hr.extract_text,heavy,succeeded,78
hr-50,4,1,hr.extract_text,heavy,succeeded,34
hr-50,4,1,hr.extract_text,heavy,succeeded,38
hr-50,4,1,hr.extract_text,heavy,succeeded,74
hr-50,4,1,hr.extract_text,heavy,succeeded,80
hr-50,4,1,hr.extract_text,heavy,succeeded,101
hr-50,4,1,hr.extract_text,heavy,succeeded,65
hr-50,4,1,hr.extract_text,heavy,succeeded,106
hr-50,4,1,hr.extract_text,heavy,succeeded,40
hr-50,4,1,hr.extract_text,heavy,succeeded,42
hr-50,4,1,hr.extract_text,heavy,succeeded,26
hr-50,4,1,hr.extract_text,heavy,succeeded,31
hr-50,4,1,hr.extract_text,heavy,succeeded,27
hr-50,4,1,hr.extract_text,heavy,succeeded,24
hr-50,4,1,hr.extract_text,heavy,succeeded,29
hr-50,4,1,hr.score_candidate,heavy,succeeded,14625
hr-50,4,1,hr.extract_text,heavy,succeeded,29
hr-50,4,1,hr.score_candidate,heavy,succeeded,11359
hr-50,4,1,hr.score_candidate,heavy,succeeded,13516
hr-50,4,1,hr.score_candidate,heavy,succeeded,10617
hr-50,4,1,hr.score_candidate,heavy,succeeded,12096
hr-50,4,1,hr.score_candidate,heavy,succeeded,13425
hr-50,4,1,hr.score_candidate,heavy,succeeded,13103
hr-50,4,1,hr.score_candidate,heavy,succeeded,12097
hr-50,4,1,hr.score_candidate,heavy,succeeded,11075
hr-50,4,1,hr.score_candidate,heavy,succeeded,12327
hr-50,4,1,hr.score_candidate,heavy,succeeded,9871
hr-50,4,1,hr.score_candidate,heavy,succeeded,9523
hr-50,4,1,hr.score_candidate,heavy,succeeded,14616
hr-50,4,1,hr.score_candidate,heavy,succeeded,10195
hr-50,4,1,hr.score_candidate,heavy,succeeded,7543
hr-50,4,1,hr.score_candidate,heavy,succeeded,8471
hr-50,4,1,hr.score_candidate,heavy,succeeded,10689
hr-50,4,1,hr.score_candidate,heavy,succeeded,12444
hr-50,4,1,hr.score_candidate,heavy,succeeded,9115
hr-50,4,1,hr.score_candidate,heavy,succeeded,15885
hr-50,4,1,hr.score_candidate,heavy,succeeded,11486
hr-50,4,1,hr.score_candidate,heavy,succeeded,10225
hr-50,4,1,hr.score_candidate,heavy,succeeded,13257
hr-50,4,1,hr.score_candidate,heavy,succeeded,12239
hr-50,4,1,hr.score_candidate,heavy,succeeded,10832
hr-50,4,1,hr.score_candidate,heavy,succeeded,12070
hr-50,4,1,hr.score_candidate,heavy,succeeded,10878
hr-50,4,1,hr.score_candidate,heavy,succeeded,8432
hr-50,4,1,hr.score_candidate,heavy,succeeded,10970
hr-50,4,1,hr.score_candidate,heavy,succeeded,11114
hr-50,4,1,hr.score_candidate,heavy,succeeded,12676
hr-50,4,1,hr.score_candidate,heavy,succeeded,13129
hr-50,4,1,hr.score_candidate,heavy,succeeded,9821
hr-50,4,1,hr.score_candidate,heavy,succeeded,12360
hr-50,4,1,hr.score_candidate,heavy,succeeded,10646
hr-50,4,1,hr.score_candidate,heavy,succeeded,11269
hr-50,4,1,hr.score_candidate,heavy,succeeded,13260
hr-50,4,1,hr.score_candidate,heavy,succeeded,8892
hr-50,4,1,hr.score_candidate,heavy,succeeded,11212
hr-50,4,1,hr.score_candidate,heavy,succeeded,8605
hr-50,4,1,hr.score_candidate,heavy,succeeded,14406
hr-50,4,1,hr.score_candidate,heavy,succeeded,11737
hr-50,4,1,hr.score_candidate,heavy,succeeded,15656
hr-50,4,1,hr.score_candidate,heavy,succeeded,10392
hr-50,4,1,hr.score_candidate,heavy,succeeded,13793
hr-50,4,1,hr.score_candidate,heavy,succeeded,12153
hr-50,4,1,hr.score_candidate,heavy,succeeded,11767
hr-50,4,1,hr.score_candidate,heavy,succeeded,12066
hr-50,4,1,hr.score_candidate,heavy,succeeded,11565
hr-50,4,1,hr.score_candidate,heavy,succeeded,11209
hr-50,4,1,hr.rank_run,light,succeeded,54
hr-50,4,2,hr.extract_text,heavy,succeeded,256
hr-50,4,2,hr.extract_text,heavy,succeeded,240
hr-50,4,2,hr.extract_text,heavy,succeeded,214
hr-50,4,2,hr.extract_text,heavy,succeeded,312
hr-50,4,2,hr.extract_text,heavy,succeeded,80
hr-50,4,2,hr.extract_text,heavy,succeeded,46
hr-50,4,2,hr.extract_text,heavy,succeeded,52
hr-50,4,2,hr.extract_text,heavy,succeeded,40
hr-50,4,2,hr.extract_text,heavy,succeeded,25
hr-50,4,2,hr.extract_text,heavy,succeeded,100
hr-50,4,2,hr.extract_text,heavy,succeeded,41
hr-50,4,2,hr.extract_text,heavy,succeeded,36
hr-50,4,2,hr.extract_text,heavy,succeeded,28
hr-50,4,2,hr.extract_text,heavy,succeeded,68
hr-50,4,2,hr.extract_text,heavy,succeeded,60
hr-50,4,2,hr.extract_text,heavy,succeeded,57
hr-50,4,2,hr.extract_text,heavy,succeeded,103
hr-50,4,2,hr.extract_text,heavy,succeeded,30
hr-50,4,2,hr.extract_text,heavy,succeeded,34
hr-50,4,2,hr.extract_text,heavy,succeeded,80
hr-50,4,2,hr.extract_text,heavy,succeeded,33
hr-50,4,2,hr.extract_text,heavy,succeeded,57
hr-50,4,2,hr.extract_text,heavy,succeeded,34
hr-50,4,2,hr.extract_text,heavy,succeeded,65
hr-50,4,2,hr.extract_text,heavy,succeeded,126
hr-50,4,2,hr.extract_text,heavy,succeeded,60
hr-50,4,2,hr.extract_text,heavy,succeeded,36
hr-50,4,2,hr.extract_text,heavy,succeeded,93
hr-50,4,2,hr.extract_text,heavy,succeeded,92
hr-50,4,2,hr.extract_text,heavy,succeeded,97
hr-50,4,2,hr.extract_text,heavy,succeeded,93
hr-50,4,2,hr.extract_text,heavy,succeeded,29
hr-50,4,2,hr.extract_text,heavy,succeeded,34
hr-50,4,2,hr.extract_text,heavy,succeeded,29
hr-50,4,2,hr.extract_text,heavy,succeeded,26
hr-50,4,2,hr.extract_text,heavy,succeeded,35
hr-50,4,2,hr.extract_text,heavy,succeeded,25
hr-50,4,2,hr.extract_text,heavy,succeeded,68
hr-50,4,2,hr.extract_text,heavy,succeeded,65
hr-50,4,2,hr.extract_text,heavy,succeeded,74
hr-50,4,2,hr.extract_text,heavy,succeeded,68
hr-50,4,2,hr.extract_text,heavy,succeeded,76
hr-50,4,2,hr.extract_text,heavy,succeeded,25
hr-50,4,2,hr.extract_text,heavy,succeeded,30
hr-50,4,2,hr.extract_text,heavy,succeeded,25
hr-50,4,2,hr.extract_text,heavy,succeeded,25
hr-50,4,2,hr.extract_text,heavy,succeeded,25
hr-50,4,2,hr.extract_text,heavy,succeeded,41
hr-50,4,2,hr.extract_text,heavy,succeeded,31
hr-50,4,2,hr.extract_text,heavy,succeeded,39
hr-50,4,2,hr.score_candidate,heavy,succeeded,9577
hr-50,4,2,hr.score_candidate,heavy,succeeded,14577
hr-50,4,2,hr.score_candidate,heavy,succeeded,10133
hr-50,4,2,hr.score_candidate,heavy,succeeded,14822
hr-50,4,2,hr.score_candidate,heavy,succeeded,11356
hr-50,4,2,hr.score_candidate,heavy,succeeded,12318
hr-50,4,2,hr.score_candidate,heavy,succeeded,9119
hr-50,4,2,hr.score_candidate,heavy,succeeded,11578
hr-50,4,2,hr.score_candidate,heavy,succeeded,11909
hr-50,4,2,hr.score_candidate,heavy,succeeded,11647
hr-50,4,2,hr.score_candidate,heavy,succeeded,10713
hr-50,4,2,hr.score_candidate,heavy,succeeded,12097
hr-50,4,2,hr.score_candidate,heavy,succeeded,14090
hr-50,4,2,hr.score_candidate,heavy,succeeded,10756
hr-50,4,2,hr.score_candidate,heavy,succeeded,11709
hr-50,4,2,hr.score_candidate,heavy,succeeded,8675
hr-50,4,2,hr.score_candidate,heavy,succeeded,11366
hr-50,4,2,hr.score_candidate,heavy,succeeded,9707
hr-50,4,2,hr.score_candidate,heavy,succeeded,8843
hr-50,4,2,hr.score_candidate,heavy,succeeded,12168
hr-50,4,2,hr.score_candidate,heavy,succeeded,14105
hr-50,4,2,hr.score_candidate,heavy,succeeded,10098
hr-50,4,2,hr.score_candidate,heavy,succeeded,14272
hr-50,4,2,hr.score_candidate,heavy,succeeded,12181
hr-50,4,2,hr.score_candidate,heavy,succeeded,10785
hr-50,4,2,hr.score_candidate,heavy,succeeded,11262
hr-50,4,2,hr.score_candidate,heavy,succeeded,12423
hr-50,4,2,hr.score_candidate,heavy,succeeded,15624
hr-50,4,2,hr.score_candidate,heavy,succeeded,9427
hr-50,4,2,hr.score_candidate,heavy,succeeded,14579
hr-50,4,2,hr.score_candidate,heavy,succeeded,21863
hr-50,4,2,hr.score_candidate,heavy,succeeded,14270
hr-50,4,2,hr.score_candidate,heavy,succeeded,11232
hr-50,4,2,hr.score_candidate,heavy,succeeded,13218
hr-50,4,2,hr.score_candidate,heavy,succeeded,10005
hr-50,4,2,hr.score_candidate,heavy,succeeded,9619
hr-50,4,2,hr.score_candidate,heavy,succeeded,11562
hr-50,4,2,hr.score_candidate,heavy,succeeded,11217
hr-50,4,2,hr.score_candidate,heavy,succeeded,11770
hr-50,4,2,hr.score_candidate,heavy,succeeded,12387
hr-50,4,2,hr.score_candidate,heavy,succeeded,13758
hr-50,4,2,hr.score_candidate,heavy,succeeded,13137
hr-50,4,2,hr.score_candidate,heavy,succeeded,12789
hr-50,4,2,hr.score_candidate,heavy,succeeded,13435
hr-50,4,2,hr.score_candidate,heavy,succeeded,12580
hr-50,4,2,hr.score_candidate,heavy,succeeded,11805
hr-50,4,2,hr.score_candidate,heavy,succeeded,11802
hr-50,4,2,hr.score_candidate,heavy,succeeded,12276
hr-50,4,2,hr.score_candidate,heavy,succeeded,12325
hr-50,4,2,hr.score_candidate,heavy,succeeded,12874
hr-50,4,2,hr.rank_run,light,succeeded,74
hr-50,4,3,hr.extract_text,heavy,succeeded,234
hr-50,4,3,hr.extract_text,heavy,succeeded,287
hr-50,4,3,hr.extract_text,heavy,succeeded,287
hr-50,4,3,hr.extract_text,heavy,succeeded,283
hr-50,4,3,hr.extract_text,heavy,succeeded,77
hr-50,4,3,hr.extract_text,heavy,succeeded,40
hr-50,4,3,hr.extract_text,heavy,succeeded,47
hr-50,4,3,hr.extract_text,heavy,succeeded,59
hr-50,4,3,hr.extract_text,heavy,succeeded,40
hr-50,4,3,hr.extract_text,heavy,succeeded,95
hr-50,4,3,hr.extract_text,heavy,succeeded,39
hr-50,4,3,hr.extract_text,heavy,succeeded,59
hr-50,4,3,hr.extract_text,heavy,succeeded,34
hr-50,4,3,hr.extract_text,heavy,succeeded,83
hr-50,4,3,hr.extract_text,heavy,succeeded,50
hr-50,4,3,hr.extract_text,heavy,succeeded,63
hr-50,4,3,hr.extract_text,heavy,succeeded,87
hr-50,4,3,hr.extract_text,heavy,succeeded,31
hr-50,4,3,hr.extract_text,heavy,succeeded,34
hr-50,4,3,hr.extract_text,heavy,succeeded,75
hr-50,4,3,hr.extract_text,heavy,succeeded,27
hr-50,4,3,hr.extract_text,heavy,succeeded,65
hr-50,4,3,hr.extract_text,heavy,succeeded,27
hr-50,4,3,hr.extract_text,heavy,succeeded,90
hr-50,4,3,hr.extract_text,heavy,succeeded,53
hr-50,4,3,hr.extract_text,heavy,succeeded,66
hr-50,4,3,hr.extract_text,heavy,succeeded,32
hr-50,4,3,hr.extract_text,heavy,succeeded,79
hr-50,4,3,hr.extract_text,heavy,succeeded,60
hr-50,4,3,hr.extract_text,heavy,succeeded,65
hr-50,4,3,hr.extract_text,heavy,succeeded,89
hr-50,4,3,hr.extract_text,heavy,succeeded,31
hr-50,4,3,hr.extract_text,heavy,succeeded,24
hr-50,4,3,hr.extract_text,heavy,succeeded,30
hr-50,4,3,hr.extract_text,heavy,succeeded,27
hr-50,4,3,hr.extract_text,heavy,succeeded,37
hr-50,4,3,hr.extract_text,heavy,succeeded,32
hr-50,4,3,hr.extract_text,heavy,succeeded,63
hr-50,4,3,hr.extract_text,heavy,succeeded,71
hr-50,4,3,hr.extract_text,heavy,succeeded,89
hr-50,4,3,hr.extract_text,heavy,succeeded,67
hr-50,4,3,hr.extract_text,heavy,succeeded,80
hr-50,4,3,hr.extract_text,heavy,succeeded,26
hr-50,4,3,hr.extract_text,heavy,succeeded,28
hr-50,4,3,hr.extract_text,heavy,succeeded,29
hr-50,4,3,hr.extract_text,heavy,succeeded,27
hr-50,4,3,hr.extract_text,heavy,succeeded,32
hr-50,4,3,hr.extract_text,heavy,succeeded,34
hr-50,4,3,hr.extract_text,heavy,succeeded,29
hr-50,4,3,hr.extract_text,heavy,succeeded,31
hr-50,4,3,hr.score_candidate,heavy,succeeded,11183
hr-50,4,3,hr.score_candidate,heavy,succeeded,13989
hr-50,4,3,hr.score_candidate,heavy,succeeded,10948
hr-50,4,3,hr.score_candidate,heavy,succeeded,14319
hr-50,4,3,hr.score_candidate,heavy,succeeded,11114
hr-50,4,3,hr.score_candidate,heavy,succeeded,14288
hr-50,4,3,hr.score_candidate,heavy,succeeded,8773
hr-50,4,3,hr.score_candidate,heavy,succeeded,10616
hr-50,4,3,hr.score_candidate,heavy,succeeded,10421
hr-50,4,3,hr.score_candidate,heavy,succeeded,11279
hr-50,4,3,hr.score_candidate,heavy,succeeded,8698
hr-50,4,3,hr.score_candidate,heavy,succeeded,13159
hr-50,4,3,hr.score_candidate,heavy,succeeded,10647
hr-50,4,3,hr.score_candidate,heavy,succeeded,10533
hr-50,4,3,hr.score_candidate,heavy,succeeded,9468
hr-50,4,3,hr.score_candidate,heavy,succeeded,8073
hr-50,4,3,hr.score_candidate,heavy,succeeded,17839
hr-50,4,3,hr.score_candidate,heavy,succeeded,11935
hr-50,4,3,hr.score_candidate,heavy,succeeded,11331
hr-50,4,3,hr.score_candidate,heavy,succeeded,11068
hr-50,4,3,hr.score_candidate,heavy,succeeded,9081
hr-50,4,3,hr.score_candidate,heavy,succeeded,11795
hr-50,4,3,hr.score_candidate,heavy,succeeded,8595
hr-50,4,3,hr.score_candidate,heavy,succeeded,10797
hr-50,4,3,hr.score_candidate,heavy,succeeded,11988
hr-50,4,3,hr.score_candidate,heavy,succeeded,11222
hr-50,4,3,hr.score_candidate,heavy,succeeded,10471
hr-50,4,3,hr.score_candidate,heavy,succeeded,8748
hr-50,4,3,hr.score_candidate,heavy,succeeded,12357
hr-50,4,3,hr.score_candidate,heavy,succeeded,11403
hr-50,4,3,hr.score_candidate,heavy,succeeded,11370
hr-50,4,3,hr.score_candidate,heavy,succeeded,18074
hr-50,4,3,hr.score_candidate,heavy,succeeded,13864
hr-50,4,3,hr.score_candidate,heavy,succeeded,11127
hr-50,4,3,hr.score_candidate,heavy,succeeded,10776
hr-50,4,3,hr.score_candidate,heavy,succeeded,8628
hr-50,4,3,hr.score_candidate,heavy,succeeded,12175
hr-50,4,3,hr.score_candidate,heavy,succeeded,10563
hr-50,4,3,hr.score_candidate,heavy,succeeded,14116
hr-50,4,3,hr.score_candidate,heavy,succeeded,13690
hr-50,4,3,hr.score_candidate,heavy,succeeded,14064
hr-50,4,3,hr.score_candidate,heavy,succeeded,14689
hr-50,4,3,hr.score_candidate,heavy,succeeded,10210
hr-50,4,3,hr.score_candidate,heavy,succeeded,9685
hr-50,4,3,hr.score_candidate,heavy,succeeded,12500
hr-50,4,3,hr.score_candidate,heavy,succeeded,16017
hr-50,4,3,hr.score_candidate,heavy,succeeded,14634
hr-50,4,3,hr.score_candidate,heavy,succeeded,15694
hr-50,4,3,hr.score_candidate,heavy,succeeded,13717
hr-50,4,3,hr.score_candidate,heavy,succeeded,11857
hr-50,4,3,hr.rank_run,light,succeeded,582
hr-50,8,1,hr.extract_text,heavy,succeeded,523
hr-50,8,1,hr.extract_text,heavy,succeeded,494
hr-50,8,1,hr.extract_text,heavy,succeeded,467
hr-50,8,1,hr.extract_text,heavy,succeeded,463
hr-50,8,1,hr.extract_text,heavy,succeeded,456
hr-50,8,1,hr.extract_text,heavy,succeeded,670
hr-50,8,1,hr.extract_text,heavy,succeeded,702
hr-50,8,1,hr.extract_text,heavy,succeeded,476
hr-50,8,1,hr.extract_text,heavy,succeeded,74
hr-50,8,1,hr.extract_text,heavy,succeeded,243
hr-50,8,1,hr.extract_text,heavy,succeeded,81
hr-50,8,1,hr.extract_text,heavy,succeeded,82
hr-50,8,1,hr.extract_text,heavy,succeeded,34
hr-50,8,1,hr.extract_text,heavy,succeeded,192
hr-50,8,1,hr.extract_text,heavy,succeeded,94
hr-50,8,1,hr.extract_text,heavy,succeeded,159
hr-50,8,1,hr.extract_text,heavy,succeeded,294
hr-50,8,1,hr.extract_text,heavy,succeeded,99
hr-50,8,1,hr.extract_text,heavy,succeeded,58
hr-50,8,1,hr.extract_text,heavy,succeeded,188
hr-50,8,1,hr.extract_text,heavy,succeeded,82
hr-50,8,1,hr.extract_text,heavy,succeeded,156
hr-50,8,1,hr.extract_text,heavy,succeeded,70
hr-50,8,1,hr.extract_text,heavy,succeeded,190
hr-50,8,1,hr.extract_text,heavy,succeeded,176
hr-50,8,1,hr.extract_text,heavy,succeeded,168
hr-50,8,1,hr.extract_text,heavy,succeeded,97
hr-50,8,1,hr.extract_text,heavy,succeeded,133
hr-50,8,1,hr.extract_text,heavy,succeeded,264
hr-50,8,1,hr.extract_text,heavy,succeeded,162
hr-50,8,1,hr.extract_text,heavy,succeeded,204
hr-50,8,1,hr.extract_text,heavy,succeeded,65
hr-50,8,1,hr.extract_text,heavy,succeeded,121
hr-50,8,1,hr.extract_text,heavy,succeeded,38
hr-50,8,1,hr.extract_text,heavy,succeeded,38
hr-50,8,1,hr.extract_text,heavy,succeeded,89
hr-50,8,1,hr.extract_text,heavy,succeeded,66
hr-50,8,1,hr.extract_text,heavy,succeeded,57
hr-50,8,1,hr.extract_text,heavy,succeeded,173
hr-50,8,1,hr.extract_text,heavy,succeeded,68
hr-50,8,1,hr.extract_text,heavy,succeeded,134
hr-50,8,1,hr.extract_text,heavy,succeeded,197
hr-50,8,1,hr.extract_text,heavy,succeeded,77
hr-50,8,1,hr.extract_text,heavy,succeeded,113
hr-50,8,1,hr.extract_text,heavy,succeeded,61
hr-50,8,1,hr.extract_text,heavy,succeeded,81
hr-50,8,1,hr.extract_text,heavy,succeeded,92
hr-50,8,1,hr.extract_text,heavy,succeeded,53
hr-50,8,1,hr.extract_text,heavy,succeeded,67
hr-50,8,1,hr.extract_text,heavy,succeeded,88
hr-50,8,1,hr.score_candidate,heavy,succeeded,12895
hr-50,8,1,hr.score_candidate,heavy,succeeded,11537
hr-50,8,1,hr.score_candidate,heavy,succeeded,12095
hr-50,8,1,hr.score_candidate,heavy,succeeded,13368
hr-50,8,1,hr.score_candidate,heavy,succeeded,15660
hr-50,8,1,hr.score_candidate,heavy,succeeded,11448
hr-50,8,1,hr.score_candidate,heavy,succeeded,16268
hr-50,8,1,hr.score_candidate,heavy,succeeded,12918
hr-50,8,1,hr.score_candidate,heavy,succeeded,11986
hr-50,8,1,hr.score_candidate,heavy,succeeded,11923
hr-50,8,1,hr.score_candidate,heavy,succeeded,10074
hr-50,8,1,hr.score_candidate,heavy,succeeded,15733
hr-50,8,1,hr.score_candidate,heavy,succeeded,15551
hr-50,8,1,hr.score_candidate,heavy,succeeded,13121
hr-50,8,1,hr.score_candidate,heavy,succeeded,10785
hr-50,8,1,hr.score_candidate,heavy,succeeded,10410
hr-50,8,1,hr.score_candidate,heavy,succeeded,11318
hr-50,8,1,hr.score_candidate,heavy,succeeded,11222
hr-50,8,1,hr.score_candidate,heavy,succeeded,11798
hr-50,8,1,hr.score_candidate,heavy,succeeded,11662
hr-50,8,1,hr.score_candidate,heavy,succeeded,9622
hr-50,8,1,hr.score_candidate,heavy,succeeded,9169
hr-50,8,1,hr.score_candidate,heavy,succeeded,13077
hr-50,8,1,hr.score_candidate,heavy,succeeded,11092
hr-50,8,1,hr.score_candidate,heavy,succeeded,12502
hr-50,8,1,hr.score_candidate,heavy,succeeded,10693
hr-50,8,1,hr.score_candidate,heavy,succeeded,14113
hr-50,8,1,hr.score_candidate,heavy,succeeded,18352
hr-50,8,1,hr.score_candidate,heavy,succeeded,9253
hr-50,8,1,hr.score_candidate,heavy,succeeded,11390
hr-50,8,1,hr.score_candidate,heavy,succeeded,11645
hr-50,8,1,hr.score_candidate,heavy,succeeded,8634
hr-50,8,1,hr.score_candidate,heavy,succeeded,25371
hr-50,8,1,hr.score_candidate,heavy,succeeded,26032
hr-50,8,1,hr.score_candidate,heavy,succeeded,24263
hr-50,8,1,hr.score_candidate,heavy,succeeded,19550
hr-50,8,1,hr.score_candidate,heavy,succeeded,26288
hr-50,8,1,hr.score_candidate,heavy,succeeded,27641
hr-50,8,1,hr.score_candidate,heavy,succeeded,25356
hr-50,8,1,hr.score_candidate,heavy,succeeded,20708
hr-50,8,1,hr.score_candidate,heavy,succeeded,9516
hr-50,8,1,hr.score_candidate,heavy,succeeded,8243
hr-50,8,1,hr.score_candidate,heavy,succeeded,12196
hr-50,8,1,hr.score_candidate,heavy,succeeded,10439
hr-50,8,1,hr.score_candidate,heavy,succeeded,12897
hr-50,8,1,hr.score_candidate,heavy,succeeded,13509
hr-50,8,1,hr.score_candidate,heavy,succeeded,11930
hr-50,8,1,hr.score_candidate,heavy,succeeded,14179
hr-50,8,1,hr.score_candidate,heavy,succeeded,12854
hr-50,8,1,hr.score_candidate,heavy,succeeded,9941
hr-50,8,1,hr.rank_run,light,succeeded,50
hr-50,8,2,hr.extract_text,heavy,succeeded,368
hr-50,8,2,hr.extract_text,heavy,succeeded,278
hr-50,8,2,hr.extract_text,heavy,succeeded,362
hr-50,8,2,hr.extract_text,heavy,succeeded,299
hr-50,8,2,hr.extract_text,heavy,succeeded,360
hr-50,8,2,hr.extract_text,heavy,succeeded,278
hr-50,8,2,hr.extract_text,heavy,succeeded,458
hr-50,8,2,hr.extract_text,heavy,succeeded,491
hr-50,8,2,hr.extract_text,heavy,succeeded,38
hr-50,8,2,hr.extract_text,heavy,succeeded,187
hr-50,8,2,hr.extract_text,heavy,succeeded,36
hr-50,8,2,hr.extract_text,heavy,succeeded,41
hr-50,8,2,hr.extract_text,heavy,succeeded,51
hr-50,8,2,hr.extract_text,heavy,succeeded,78
hr-50,8,2,hr.extract_text,heavy,succeeded,87
hr-50,8,2,hr.extract_text,heavy,succeeded,99
hr-50,8,2,hr.extract_text,heavy,succeeded,146
hr-50,8,2,hr.extract_text,heavy,succeeded,35
hr-50,8,2,hr.extract_text,heavy,succeeded,46
hr-50,8,2,hr.extract_text,heavy,succeeded,127
hr-50,8,2,hr.extract_text,heavy,succeeded,110
hr-50,8,2,hr.extract_text,heavy,succeeded,83
hr-50,8,2,hr.extract_text,heavy,succeeded,34
hr-50,8,2,hr.extract_text,heavy,succeeded,109
hr-50,8,2,hr.extract_text,heavy,succeeded,111
hr-50,8,2,hr.extract_text,heavy,succeeded,65
hr-50,8,2,hr.extract_text,heavy,succeeded,38
hr-50,8,2,hr.extract_text,heavy,succeeded,84
hr-50,8,2,hr.extract_text,heavy,succeeded,127
hr-50,8,2,hr.extract_text,heavy,succeeded,93
hr-50,8,2,hr.extract_text,heavy,succeeded,91
hr-50,8,2,hr.extract_text,heavy,succeeded,66
hr-50,8,2,hr.extract_text,heavy,succeeded,64
hr-50,8,2,hr.extract_text,heavy,succeeded,41
hr-50,8,2,hr.extract_text,heavy,succeeded,66
hr-50,8,2,hr.extract_text,heavy,succeeded,34
hr-50,8,2,hr.extract_text,heavy,succeeded,42
hr-50,8,2,hr.extract_text,heavy,succeeded,65
hr-50,8,2,hr.extract_text,heavy,succeeded,176
hr-50,8,2,hr.extract_text,heavy,succeeded,80
hr-50,8,2,hr.extract_text,heavy,succeeded,150
hr-50,8,2,hr.extract_text,heavy,succeeded,95
hr-50,8,2,hr.extract_text,heavy,succeeded,72
hr-50,8,2,hr.extract_text,heavy,succeeded,63
hr-50,8,2,hr.extract_text,heavy,succeeded,34
hr-50,8,2,hr.extract_text,heavy,succeeded,31
hr-50,8,2,hr.extract_text,heavy,succeeded,44
hr-50,8,2,hr.extract_text,heavy,succeeded,42
hr-50,8,2,hr.extract_text,heavy,succeeded,34
hr-50,8,2,hr.score_candidate,heavy,succeeded,12098
hr-50,8,2,hr.score_candidate,heavy,succeeded,11061
hr-50,8,2,hr.extract_text,heavy,succeeded,67
hr-50,8,2,hr.score_candidate,heavy,succeeded,11015
hr-50,8,2,hr.score_candidate,heavy,succeeded,11581
hr-50,8,2,hr.score_candidate,heavy,succeeded,21292
hr-50,8,2,hr.score_candidate,heavy,succeeded,12279
hr-50,8,2,hr.score_candidate,heavy,succeeded,14547
hr-50,8,2,hr.score_candidate,heavy,succeeded,13433
hr-50,8,2,hr.score_candidate,heavy,succeeded,9900
hr-50,8,2,hr.score_candidate,heavy,succeeded,9017
hr-50,8,2,hr.score_candidate,heavy,succeeded,11079
hr-50,8,2,hr.score_candidate,heavy,succeeded,10894
hr-50,8,2,hr.score_candidate,heavy,succeeded,19778
